
-0.707 ;0.0e0  ;0.0e0  ;1.0e0  ;0.707  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0
-0.707 ;0.0e0  ;-1.0e0 ;0.0e0  ;-0.707 ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0
0.0e0  ;-1.0e0 ;0.0e0  ;0.0e0  ;0.0e0  ;1.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0
0.0e0  ;-1.0e0 ;0.0e0  ;0.0e0  ;0.0e0  ;1.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0
0.0e0  ;0.0e0  ;0.0e0  ;-1.0e0 ;0.0e0  ;0.0e0  ;0.0e0  ;1.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0
0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;-1.0e0 ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0
0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;-0.707 ;-1.0e0 ;0.0e0  ;0.0e0  ;0.707  ;1.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0
0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.707  ;0.0e0  ;1.0e0  ;0.0e0  ;0.707  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0
0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;-1.0e0 ;-0.707 ;0.0e0  ;0.0e0  ;1.0e0  ;0.707  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0
0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;-0.707 ;0.0e0  ;-1.0e0 ;0.0e0  ;-0.707 ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0
0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;-1.0e0 ;0.0e0  ;0.0e0  ;0.0e0  ;1.0e0  ;0.0e0  ;0.0e0  ;0.0e0
0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;1.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0
0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;-1.0e0 ;0.0e0  ;0.0e0  ;0.0e0  ;0.707  ;0.0e0
0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;-1.0e0 ;-0.707 ;0.0e0
0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;-0.707 ;-1.0e0 ;0.0e0  ;0.0e0  ;1.0e0
0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.707  ;0.0e0  ;1.0e0  ;0.0e0  ;0.0e0
0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;0.0e0  ;-0.707 ;-1.0e0
